"Job.Title","Job.Location","Company","Estimate.Base.Salary","Low.Estimate","High.Estimate","Company.Size","Company.Type","Company.Sector","Company.Founded","Company.Industry","Company.Revenue","Company.Rating","Company.Friend.Reccomendation","Company.CEO.Approval","Companny.Number.of.Rater","Company.Career.Opportinities","Compensation.and.Benefits","Company.Culture.and.Values","Company.Senior.Management","Company.Work.Life.Balance","State","python_yn","r_yn","sql_yn","java_yn","javascript_yn","git_yn","excel_yn","tableau_yn","mathematic_yn","statistic_yn","latitude","longitude"
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Lead BI Manager","Brisbane","Aginic",125095,108000,145000,"51 to 200 Employees","Company - Private","Management & Consulting",2014,"Business Consulting","Unknown / Non-Applicable",3.5,70,78,0,3.4,3.4,4,3.3,4,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Analyst Manager","Brisbane","Deloitte",70725,61000,82000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",1,1,0,0,0,0,1,0,1,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Compliance Officer","Brisbane","v2food",88034,62000,125000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,5,5,5,5,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Environmental Specialist","Brisbane","Hastings Deering",77160,67000,89000,"1001 to 5000 Employees","Company - Private","Construction, Repair & Maintenance Services",1943,"Commercial Equipment Services","$1 to $2 billion (USD)",3.5,51,34,2,3.2,3.7,2.8,2.6,3.3,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Software Engineer","Brisbane","Axiom Project Services",98552,78000,125000,"Unknown","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,2,3,3,3,3,"Queensland",0,0,1,0,0,0,1,0,0,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Enterprise Architect","Brisbane","Microsoft",157901,142000,175000,"10000+ Employees","Company - Public","Information Technology",1975,"Computer Hardware Development","$10+ billion (USD)",4.4,91,96,8481,4.2,4.1,4.4,4.1,4.2,"Queensland",0,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Software Engineer","Gold Coast","TJK Capital",105000,95000,115000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"Queensland",1,0,0,1,0,0,0,0,0,0,-28.0167,153.4
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Technical Support","Brisbane","Abacus dx",69800,58000,84000,"Unknown","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",5,78,78,0,3,2,4,4,1,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Software Developer","Brisbane","NOJA Power",93642,76000,115000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3.3,59,78,0,3.1,2.4,3.5,3.6,4,"Queensland",0,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Simulation Engineer","Brisbane","Hatch",87936,67000,116000,"10000+ Employees","Company - Private","Energy, Mining, Utilities",1955,"Mining & Metals","$1 to $2 billion (USD)",4.1,86,74,311,4.1,3.8,4.2,3.7,3.8,"Queensland",0,0,0,1,0,0,0,0,1,1,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Field Service Engineer","Brisbane","Rockwell Automation",86429,83000,90000,"10000+ Employees","Company - Public","Manufacturing",1903,"Machinery Manufacturing","$5 to $10 billion (USD)",3.9,80,88,890,3.6,3.6,4,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Urban Planner","Brisbane","ERM Group",63592,51000,80000,"5001 to 10000 Employees","Company - Private","Management & Consulting",1971,"Business Consulting","$500 million to $1 billion (USD)",3.7,72,74,20,3.6,3.1,3.8,3.4,3.4,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,1,-27.4705,153.026
"Data Scientist","Brisbane","Entain",115000,100000,130000,"10000+ Employees","Company - Public","Arts, Entertainment & Recreation",2004,"Gambling & Betting","$2 to $5 billion (USD)",3.5,63,73,187,3.1,3.3,3.3,3.2,3.3,"Queensland",1,1,1,0,0,0,0,0,0,1,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Administrative Assistant","Brisbane","Wenco (a Hitachi Subsidiary)",54387,47000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Enterprise Software & Network Solutions","$25 to $50 million (USD)",4.4,91,92,19,4.2,3.6,4.5,4.3,4.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Lead Group Manager","Brisbane","Emesent",54387,51000,58000,"51 to 200 Employees","Company - Private","Aerospace & Defence",2018,"Aerospace & Defence","Unknown / Non-Applicable",3.9,84,100,7,4.4,4.2,4.6,4.2,4.5,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Business Analyst","Brisbane","Global Land Supply",115000,115000,115000,"5001 to 10000 Employees","Company - Public","Hotel & Travel Accommodation",1982,"Travel Agencies","$10+ billion (USD)",3.5,59,88,401,3.7,3.3,3.5,3.3,3,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Graduate Data Scientist","Brisbane","Aurizon",128589,117000,141000,"1001 to 5000 Employees","Company - Public","Transportation & Logistics",2009,"Taxi & Car Services","$2 to $5 billion (USD)",3.7,74,75,47,3.4,4.1,3.4,3.1,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Customer Relations Manager","Brisbane","Scout Talent North America",60640,58000,63000,"51 to 200 Employees","Company - Private","Information Technology",1943,"Computer Hardware Development","$10 to $25 million (USD)",4.2,87,85,12,4.1,4,4.4,4.3,4.3,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Research Fellow","Brisbane","CSIRO",89862,87000,93000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"Queensland",1,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Data Engineer","Gold Coast","Healthcare Logic",82171,64000,106000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3,100,78,0,5,4,5,3,3,"Queensland",0,0,1,0,0,1,0,0,0,0,-28.0167,153.4
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Machine Learning Engineer","Brisbane","Deloitte",80000,80000,80000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,1,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Analyst","Brisbane","Wing",80932,66000,100000,"51 to 200 Employees","Subsidiary or Business Segment","Media & Communication",1993,"Advertising & Public Relations","$10 to $25 million (USD)",2.1,17,31,3,1.8,2.7,2,1.7,2.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
